"","PID","county","state","area","poptotal","percwhite","percblack","percamerindan","percasian","percother"
"265",1267,"PRESQUE ISLE","MI",0.042,13743,99.308739,0.08004075,0.31288656,0.21829295,0.08004075
"266",1268,"ROSCOMMON","MI",0.034,19776,99.0948625,0.18709547,0.51072006,0.11630259,0.09101942
"267",1269,"SAGINAW","MI",0.048,211946,78.0529003,17.3860323,0.43171374,0.60015287,3.52920083
"268",1270,"ST CLAIR","MI",0.04,145607,96.351137,2.05141236,0.51165123,0.32622058,0.75957887
"269",1271,"ST JOSEPH","MI",0.029,58913,96.1774142,2.71586916,0.38361652,0.4379339,0.28516626
"270",1272,"SANILAC","MI",0.056,39928,98.2568624,0.09767582,0.48837908,0.17782008,0.97926267
"271",1273,"SCHOOLCRAFT","MI",0.075,8302,93.4112262,0.08431703,6.25150566,0.15658877,0.09636232
"272",1274,"SHIAWASSEE","MI",0.031,69770,98.4463236,0.13329511,0.56901247,0.31962161,0.53174717
"273",1275,"TUSCOLA","MI",0.048,55498,97.3926988,0.8612923,0.62164402,0.37118455,0.75318029
"274",1276,"VAN BUREN","MI",0.037,70060,90.192692,6.69426206,0.9220668,0.30973451,1.88124465
"275",1277,"WASHTENAW","MI",0.041,282937,83.5486345,11.2109763,0.38029667,4.14367863,0.7164139
"276",1278,"WAYNE","MI",0.035,2111687,57.3952011,40.2099838,0.38111709,1.02780384,0.98589422
"277",1279,"WEXFORD","MI",0.034,26360,98.7860395,0.12898331,0.67526555,0.33004552,0.07966616
"278",2009,"ADAMS","OH",0.035,25371,99.3733002,0.18525088,0.26408104,0.11824524,0.05912262
"279",2010,"ALLEN","OH",0.024,109755,87.6288096,11.2186233,0.18404628,0.52116077,0.44736003
"280",2011,"ASHLAND","OH",0.025,47507,98.2718336,0.96827836,0.10314269,0.57044225,0.08630307
"281",2012,"ASHTABULA","OH",0.041,99821,95.6361888,3.14362709,0.19635147,0.35062762,0.67320504
"282",2013,"ATHENS","OH",0.03,59549,94.3139263,2.81784749,0.28044132,2.30734353,0.28044132
"283",2014,"AUGLAIZE","OH",0.024,44585,99.1925535,0.14803185,0.11214534,0.3969945,0.15027476
"284",2015,"BELMONT","OH",0.031,71074,97.8135464,1.84033543,0.11396573,0.18150097,0.05065143
"285",2016,"BROWN","OH",0.028,34966,98.6300978,1.16112795,0.08007779,0.08579763,0.04289882
"286",2017,"BUTLER","OH",0.028,291479,94.3093671,4.50598499,0.13002652,0.91224411,0.14237732
"287",2018,"CARROLL","OH",0.024,26521,98.9932506,0.50903058,0.2450888,0.10934731,0.14328268
"288",2019,"CHAMPAIGN","OH",0.026,36019,96.3324912,2.754102,0.18878925,0.31372331,0.41089425
"289",2020,"CLARK","OH",0.024,147548,90.3041722,8.83170223,0.19925719,0.44256784,0.22230054
"290",2021,"CLERMONT","OH",0.026,150187,98.5997457,0.85959504,0.14515238,0.30162398,0.09388296
"291",2022,"CLINTON","OH",0.024,35415,97.3344628,2.0217422,0.16659608,0.3896654,0.08753353
"292",2023,"COLUMBIANA","OH",0.031,108276,98.2387602,1.30130407,0.16070043,0.20226089,0.0969744
"293",2024,"COSHOCTON","OH",0.034,35427,98.2837948,1.17142293,0.191944,0.31614305,0.03669518
"294",2025,"CRAWFORD","OH",0.023,47870,98.9367036,0.52851473,0.1399624,0.24232296,0.15249634
"295",2026,"CUYAHOGA","OH",0.026,1412140,72.638407,24.7981787,0.17937315,1.28068039,1.10336086
"296",2027,"DARKE","OH",0.036,53619,98.9705142,0.34316194,0.17904101,0.2126112,0.29467166
"297",2028,"DEFIANCE","OH",0.023,39350,93.931385,1.25285896,0.20330368,0.30749682,4.30495553
"298",2029,"DELAWARE","OH",0.027,66929,96.9504998,2.12762778,0.15538855,0.57523644,0.19124744
"299",2030,"ERIE","OH",0.014,76779,90.6667188,8.22099793,0.19536592,0.34514646,0.57177093
"300",2031,"FAIRFIELD","OH",0.029,103461,98.2109201,1.11442959,0.18654372,0.36535506,0.12275157
"301",2032,"FAYETTE","OH",0.024,27466,96.8215248,2.41025268,0.18204325,0.37136824,0.21481104
"302",2033,"FRANKLIN","OH",0.034,961437,81.5148574,15.8970375,0.21384657,2.02166133,0.35259721
"303",2034,"FULTON","OH",0.025,38498,96.3608499,0.24157099,0.16104733,0.35586264,2.88066913
"304",2035,"GALLIA","OH",0.026,30954,96.3720359,2.81385281,0.25521742,0.43936163,0.11953221
"305",2036,"GEAUGA","OH",0.024,81129,98.1510927,1.30163074,0.1023062,0.38457272,0.06039764
"306",2037,"GREENE","OH",0.025,136731,90.7482575,7.02913019,0.29108249,1.55999737,0.37153242
"307",2038,"GUERNSEY","OH",0.032,39024,97.801353,1.57851579,0.17937679,0.36131611,0.07943829
"308",2039,"HAMILTON","OH",0.025,866228,77.6899384,20.9119308,0.13899343,1.06184515,0.19729217
"309",2040,"HANCOCK","OH",0.031,65536,97.0031738,0.90179443,0.13885498,0.61187744,1.34429932
"310",2041,"HARDIN","OH",0.028,31111,98.5535663,0.75857414,0.21214361,0.36964418,0.10607181
"311",2042,"HARRISON","OH",0.025,16085,97.2645322,2.44327013,0.13677339,0.09325459,0.06216972
"312",2043,"HENRY","OH",0.025,29108,96.0251477,0.5050158,0.18208053,0.32637076,2.96138519
"313",2044,"HIGHLAND","OH",0.034,35728,97.6153157,1.93685625,0.20432154,0.19872369,0.0447828
"314",2045,"HOCKING","OH",0.024,25533,98.6918889,0.91646105,0.21540751,0.09791251,0.07833
"315",2046,"HOLMES","OH",0.025,32849,99.5646747,0.1583001,0.07306158,0.13090201,0.07306158
"316",2047,"HURON","OH",0.03,56240,97.7631579,1.06152205,0.15113798,0.27204836,0.75213371
"317",2048,"JACKSON","OH",0.024,30230,98.8918293,0.72113794,0.17532253,0.12901092,0.08269931
"318",2049,"JEFFERSON","OH",0.022,80298,93.7383247,5.5891803,0.20797529,0.33126603,0.13325363
"319",2050,"KNOX","OH",0.03,47473,98.4707097,0.80256146,0.19590083,0.4107598,0.12006825
"320",2051,"LAKE","OH",0.013,215499,97.3920993,1.63713057,0.11600982,0.67146483,0.18329551
"321",2052,"LAWRENCE","OH",0.026,61834,97.2199761,2.52126662,0.09218229,0.12129249,0.04528253
"322",2053,"LICKING","OH",0.04,128300,97.568979,1.72798129,0.19251754,0.37022603,0.14029618
"323",2054,"LOGAN","OH",0.027,42310,97.2725124,1.90025999,0.13708343,0.56724179,0.12290239
"324",2055,"LORAIN","OH",0.029,271126,89.0910499,7.83030768,0.27219817,0.54550283,2.26094141
"325",2056,"LUCAS","OH",0.021,462361,82.2203862,14.805747,0.25175134,1.07729674,1.64481866
"326",2057,"MADISON","OH",0.028,37068,91.5803388,7.45656631,0.25898349,0.42354592,0.28056545
"327",2058,"MAHONING","OH",0.024,264806,83.4984857,14.9849324,0.16766992,0.37197042,0.97694161
"328",2059,"MARION","OH",0.024,64274,94.8252793,4.21165635,0.23026418,0.44341413,0.28938607
"329",2060,"MEDINA","OH",0.025,122354,98.4879939,0.69470553,0.14057571,0.55903362,0.11769129
"330",2061,"MEIGS","OH",0.025,22987,98.8993779,0.77000044,0.19141254,0.0870057,0.05220342
"331",2062,"MERCER","OH",0.028,39443,99.2089851,0.03549426,0.21550085,0.25353041,0.28648936
"332",2063,"MIAMI","OH",0.024,93182,97.1421519,1.90916701,0.16956064,0.65034019,0.12878024
"333",2064,"MONROE","OH",0.026,15497,99.6128283,0.12260438,0.16777441,0.07743434,0.01935859
"334",2065,"MONTGOMERY","OH",0.027,573809,80.7848953,17.7440577,0.18560183,1.02577687,0.25966829
"335",2066,"MORGAN","OH",0.025,14194,95.2796956,4.01578132,0.45089474,0.08454276,0.16908553
"336",2067,"MORROW","OH",0.024,27749,99.3873653,0.23063894,0.17658294,0.13694187,0.06847094
"337",2068,"MUSKINGUM","OH",0.041,82068,95.1954477,4.225764,0.26075937,0.18521226,0.13281669
"338",2069,"NOBLE","OH",0.024,11336,99.6912491,0.06175018,0.13232181,0.07939308,0.03528582
"339",2070,"OTTAWA","OH",0.016,40029,97.5018112,0.66202004,0.12740763,0.23482975,1.4739314
"340",2071,"PAULDING","OH",0.025,20488,97.2276455,1.15189379,0.26356892,0.09761812,1.25927372
"341",2072,"PERRY","OH",0.023,31557,99.5278385,0.18062553,0.14576798,0.06654625,0.07922173
"342",2073,"PICKAWAY","OH",0.03,48255,92.9789659,6.291576,0.26318516,0.19687079,0.26940213
"343",2074,"PIKE","OH",0.026,24249,98.1772444,1.34850922,0.29691946,0.16907914,0.00824776
"344",2075,"PORTAGE","OH",0.03,142585,96.0816355,2.73941859,0.20479013,0.83529123,0.13886454
"345",2076,"PREBLE","OH",0.025,40113,99.2670705,0.36646474,0.13212674,0.16204223,0.07229576
"346",2077,"PUTNAM","OH",0.029,33819,98.1607972,0.07687986,0.13010438,0.07392294,1.55829563
"347",2078,"RICHLAND","OH",0.029,126137,91.2325487,7.91282494,0.1767919,0.45823192,0.2196025
"348",2079,"ROSS","OH",0.041,69330,92.8342709,6.44309823,0.22356844,0.38367229,0.11539016
"349",2080,"SANDUSKY","OH",0.024,61963,94.059358,2.50633443,0.15170344,0.22916902,3.05343511
"350",2081,"SCIOTO","OH",0.035,80327,96.1731423,3.05999228,0.50916877,0.15685884,0.10083783
"351",2082,"SENECA","OH",0.033,59733,96.2181709,1.96206452,0.15067048,0.39174326,1.27735088
"352",2083,"SHELBY","OH",0.025,44915,97.4930424,1.36925303,0.10909496,0.87498608,0.15362351
"353",2084,"STARK","OH",0.034,367585,92.3380987,6.81529442,0.25844363,0.41595821,0.17220507
"354",2085,"SUMMIT","OH",0.024,514990,86.7787724,11.8808132,0.20680013,0.96875667,0.16485757
"355",2086,"TRUMBULL","OH",0.037,227813,92.5825129,6.68135708,0.14968417,0.42710469,0.15934121
"356",2087,"TUSCARAWAS","OH",0.034,84090,98.8310144,0.74087287,0.16410988,0.22238078,0.04162207
"357",2088,"UNION","OH",0.026,31969,95.6019894,3.65353937,0.17829773,0.4129,0.15327348
"358",2089,"VAN WERT","OH",0.024,30464,98.1486345,0.63353466,0.10175945,0.25603992,0.86003151
"359",2090,"VINTON","OH",0.024,11098,99.7567129,0.03604253,0.14417012,0.0270319,0.03604253
"360",2091,"WARREN","OH",0.023,113909,97.0300854,2.12011342,0.20279346,0.55043939,0.09656831
"361",2092,"WASHINGTON","OH",0.038,62254,98.1928872,1.2432936,0.1783018,0.29716966,0.08834774
"362",2093,"WAYNE","OH",0.033,101461,97.7035511,1.53457979,0.12812805,0.5272962,0.10644484
"363",2094,"WILLIAMS","OH",0.025,36956,98.4035069,0.06223617,0.12447235,0.34365191,1.0661327
"364",2095,"WOOD","OH",0.037,113269,96.4986007,1.03117358,0.17392226,0.90757401,1.38872948
"365",2096,"WYANDOT","OH",0.024,22254,99.2495731,0.08987148,0.08987148,0.29208232,0.2786016
"366",2981,"ADAMS","WI",0.041,15682,95.6574417,2.39127662,0.79709221,0.35709731,0.79709221
"367",2982,"ASHLAND","WI",0.054,16307,90.4458208,0.10424971,9.06359232,0.28208745,0.10424971
"368",2983,"BARRON","WI",0.053,40750,99.008589,0.09815951,0.51288344,0.23312883,0.14723926
"369",2984,"BAYFIELD","WI",0.089,14008,90.71245,0.20702456,8.85208452,0.17133067,0.05711022
"370",2985,"BROWN","WI",0.032,194594,95.9027514,0.52005714,1.98824219,1.29603174,0.29291756
"371",2986,"BUFFALO","WI",0.04,13584,99.5362191,0.03680801,0.16195524,0.21348645,0.05153121
"372",2987,"BURNETT","WI",0.053,13084,95.5136044,0.1681443,4.06603485,0.18343014,0.0687863
"373",2988,"CALUMET","WI",0.023,34291,98.8889213,0.0845703,0.42576769,0.50450556,0.09623516
"374",2989,"CHIPPEWA","WI",0.063,52360,99.0336134,0.0592055,0.28647823,0.52711994,0.09358289
"375",2990,"CLARK","WI",0.072,31647,99.33643,0.09163586,0.287547,0.12007457,0.16431257
"376",2991,"COLUMBIA","WI",0.046,45088,98.6271292,0.53894606,0.30163236,0.30163236,0.23066004
"377",2992,"CRAWFORD","WI",0.035,15940,99.0652447,0.31367629,0.16311167,0.35131744,0.10664994
"378",2993,"DANE","WI",0.073,367085,93.8793467,2.86336952,0.32717218,2.36076113,0.56935042
"379",2994,"DODGE","WI",0.054,76559,97.5718074,1.49166003,0.28082916,0.25731789,0.39838556
"380",2995,"DOOR","WI",0.028,25690,98.8205527,0.11288439,0.69287661,0.18295056,0.19073569
"381",2996,"DOUGLAS","WI",0.078,41758,96.8772451,0.40710762,1.92777432,0.63700369,0.15086929
"382",2997,"DUNN","WI",0.052,35909,97.2708792,0.47898855,0.26455763,1.76278927,0.22278537
"383",2998,"EAU CLAIRE","WI",0.038,85183,96.5004754,0.27939847,0.54823145,2.49345527,0.17843936
"384",2999,"FLORENCE","WI",0.03,4590,99.3899782,0.08714597,0.30501089,0.08714597,0.13071895
"385",3000,"FOND DU LAC","WI",0.044,90083,98.5313544,0.28529245,0.32969595,0.49731914,0.35633804
"386",3001,"FOREST","WI",0.06,8776,89.3573382,1.44712853,8.88787603,0.15952598,0.14813127
"387",3002,"GRANT","WI",0.069,49264,99.1352712,0.15427087,0.15427087,0.47499188,0.08119519
"388",3003,"GREEN","WI",0.034,30339,99.4528495,0.07581001,0.16810046,0.21754178,0.08569828
"389",3004,"GREEN LAKE","WI",0.022,18651,98.5791647,0.1125945,0.225189,0.55224921,0.53080264
"390",3005,"IOWA","WI",0.046,20150,99.7171216,0.03473945,0.10421836,0.0942928,0.04962779
"391",3006,"IRON","WI",0.047,6153,99.4799285,0.01625223,0.40630587,0.03250447,0.06500894
"392",3007,"JACKSON","WI",0.06,16588,95.3339764,0.28333735,4.0631782,0.18085363,0.13865445
"393",3008,"JEFFERSON","WI",0.035,67783,98.4052048,0.27883098,0.25965213,0.42341,0.63290206
"394",3009,"JUNEAU","WI",0.047,21650,98.4157044,0.14318707,0.76674365,0.36027714,0.31408776
"395",3010,"KENOSHA","WI",0.016,128181,92.9833595,4.13087743,0.3682293,0.52191823,1.99561557
"396",3011,"KEWAUNEE","WI",0.02,18878,99.4067168,0.12713211,0.27545291,0.12183494,0.06886323
"397",3012,"LA CROSSE","WI",0.028,97904,96.3382497,0.44737702,0.34727897,2.72409707,0.14299722
"398",3013,"LAFAYETTE","WI",0.037,16076,99.5832297,0.08708634,0.13062951,0.1181886,0.08086589
"399",3014,"LANGLADE","WI",0.052,19505,98.9028454,0.06664958,0.702384,0.11279159,0.2153294
"400",3015,"LINCOLN","WI",0.053,26993,98.9589894,0.31119179,0.35564776,0.28896381,0.08520728
"401",3016,"MANITOWOC","WI",0.036,80421,97.8973154,0.14299748,0.39541911,1.33174171,0.23252633
"402",3017,"MARATHON","WI",0.094,115400,97.2175043,0.07712305,0.42461005,2.16551127,0.1152513
"403",3018,"MARINETTE","WI",0.082,40548,99.3390549,0.0197297,0.36993193,0.15537141,0.11591201
"404",3019,"MARQUETTE","WI",0.027,12321,98.806915,0.25160295,0.39769499,0.14609204,0.39769499
"405",3020,"MENOMINEE","WI",0.021,3890,10.6940874,0,89.1773779,0,0.1285347
"406",3021,"MILWAUKEE","WI",0.015,959275,74.9438899,20.3768471,0.72909228,1.59578849,2.35438222
"407",3022,"MONROE","WI",0.054,36633,98.2256435,0.38489886,0.82166353,0.39035842,0.17743565
"408",3023,"OCONTO","WI",0.06,30226,99.007477,0.05955138,0.70138292,0.11910276,0.11248594
"409",3024,"ONEIDA","WI",0.071,31679,98.8667572,0.18308659,0.70393636,0.17677326,0.06944664
"410",3025,"OUTAGAMIE","WI",0.037,140510,96.8208668,0.14660878,1.39847698,1.3550637,0.2789837
"411",3026,"OZAUKEE","WI",0.015,72831,98.4141368,0.67553652,0.1743763,0.60139226,0.13455809
"412",3027,"PEPIN","WI",0.014,7107,99.4793865,0.02814127,0.25327142,0.12663571,0.11256508
"413",3028,"PIERCE","WI",0.034,32765,98.7822371,0.25026705,0.26552724,0.5249504,0.17701816
"414",3029,"POLK","WI",0.055,34773,98.7777874,0.06614327,0.92313001,0.14378972,0.08914963
"415",3030,"PORTAGE","WI",0.048,61405,97.6663138,0.26219363,0.41527563,1.28002606,0.37619086
"416",3031,"PRICE","WI",0.075,15600,99.224359,0.04487179,0.49358974,0.17307692,0.06410256
"417",3032,"RACINE","WI",0.02,175034,86.8962602,9.71182742,0.29765646,0.57360284,2.52065313
"418",3033,"RICHLAND","WI",0.034,17521,99.372182,0.06848924,0.19405285,0.2168826,0.14839336
"419",3034,"ROCK","WI",0.042,139510,93.7588703,4.75808186,0.26449717,0.70604258,0.51250806
"420",3035,"RUSK","WI",0.055,15079,98.2890112,0.20558392,0.54380264,0.7560183,0.20558392
"421",3036,"ST CROIX","WI",0.044,50251,99.2915564,0.08756045,0.24079123,0.2945215,0.08557044
"422",3037,"SAUK","WI",0.05,46975,98.9015434,0.11495476,0.61309207,0.16817456,0.20223523
"423",3038,"SAWYER","WI",0.079,14181,84.3523024,0.1269304,15.2810098,0.10577533,0.13398209
"424",3039,"SHAWANO","WI",0.054,37157,94.8704147,0.11303388,4.74204053,0.18838981,0.08612105
"425",3040,"SHEBOYGAN","WI",0.032,103877,96.6421826,0.41395112,0.34367569,1.98407732,0.61611329
"426",3041,"TAYLOR","WI",0.057,18901,99.5026718,0.01058145,0.20633829,0.23279192,0.04761653
"427",3042,"TREMPEALEAU","WI",0.043,25263,99.5922891,0.0475003,0.12666746,0.18208447,0.05145865
"428",3043,"VERNON","WI",0.048,25617,99.578405,0.04684389,0.14053168,0.16395362,0.07026584
"429",3044,"VILAS","WI",0.06,17707,91.0148529,0.05082736,8.66324053,0.21460439,0.05647484
"430",3045,"WALWORTH","WI",0.032,75000,96.996,0.60533333,0.268,0.65866667,1.472
"431",3046,"WASHBURN","WI",0.05,13772,98.6421725,0.18152774,0.88585536,0.23961661,0.05082777
"432",3047,"WASHINGTON","WI",0.025,95328,99.0947046,0.13112622,0.21819402,0.35351628,0.20245888
"433",3048,"WAUKESHA","WI",0.034,304715,97.8990204,0.35968036,0.22053394,0.8857457,0.63501961
"434",3049,"WAUPACA","WI",0.045,46104,99.1128752,0.0477182,0.27112615,0.19954885,0.36873156
"435",3050,"WAUSHARA","WI",0.037,19385,98.4988393,0.14960021,0.36110395,0.221821,0.76863554
"436",3051,"WINNEBAGO","WI",0.035,140320,97.5071266,0.49672178,0.4881699,1.23147092,0.27651083
"437",3052,"WOOD","WI",0.048,73605,98.0327423,0.1222743,0.65348821,0.98091162,0.21058352
